"Title Export - Recommended Metadata
The following fields represent the fields that most trading partners are looking for.  This does not mean that you must have these fields but where appropriate we encourage you to populate your titles with as much relevant data as possible.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,Sacred Era,A Novel,Parallel Futures,,,,978-0-8166-9985-8,6/13/2017  12:00:00 AM,Book,Hardcover,"Yoshio, Aramaki",Author,"Posadas, Baryon Tensor",Translator,"Tatsumi, Takayuki",Foreword,,,Univ Of Minnesota Press,Univ Of Minnesota Press,92.00,,76.00,FICTION/Science Fiction/General,FICTION/Science Fiction/Space Opera,FICTION/Science Fiction/Apocalyptic & Post-Apocalyptic,Active,Available,5.5 x 8.5,1,,240,36,,,English,,,EAN13+5/Position Unspecified,The magnum opus of a Japanese m,,"Yoshio Aramaki was born in Otaru, J",,,
The,Salvager,The Life of Captain Tom Reid on the Great Lakes,Fesler-Lampert Minnesota Heritage,,,,978-1-5179-0230-8,4/4/2017  12:00:00 AM,Book,Paperback,"Doner, Mary Frances",Author,"Schumacher, Michael",Foreword,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,21.95,,16.99,"HISTORY/United States/State & Local/Midwest (IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI)",HISTORY/Maritime History & Piracy,,Active,Available,5.5 x 8.5,2,,392,32,,,English,,130,EAN13+5/Position Unspecified,"First published in 1958, The Salvage",,Mary Frances Doner (1893–1985) w,,,
,Savory Sweet,Simple Preserves from a Northern Kitchen,,,,,978-0-8166-9958-2,4/25/2017  12:00:00 AM,Book,Hardcover,"Dooley, Beth",Author,"Nielsen, Mette",Author,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,24.95,,18.99,COOKING/Methods/Canning & Preserving,COOKING/Regional & Ethnic/Scandinavian,,Active,Available,7 x 9,1,,200,18,,,English,,60,EAN13+5/Position Unspecified,“Let’s dispense with the usual old no,,Beth Dooley is author and coauthor ,,,
,Seizing Jerusalem,The Architectures of Unilateral Unification,A Quadrant Book,,,,978-0-8166-9428-0,5/30/2017  12:00:00 AM,Book,Paperback,"Nitzan-Shiftan, Alona",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,39.95,,12.99,ARCHITECTURE/History/Contemporary (1945-),POLITICAL SCIENCE/World/Middle Eastern,ARCHITECTURE/Urban & Land Use Planning,Active,Available,8 x 10,2,,376,14,,,English,,140,EAN13+5/Position Unspecified,After seizing Jerusalem’s eastern pr,,Alona Nitzan-Shiftan is associate pro,,,
,Seizing Jerusalem,The Architectures of Unilateral Unification,A Quadrant Book,,,,978-0-8166-9427-3,5/30/2017  12:00:00 AM,Book,Hardcover,"Nitzan-Shiftan, Alona",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,160.00,,132.00,ARCHITECTURE/History/Contemporary (1945-),POLITICAL SCIENCE/World/Middle Eastern,ARCHITECTURE/Urban & Land Use Planning,Active,Available,8 x 10,2,,376,12,,,English,,140,EAN13+5/Position Unspecified,After seizing Jerusalem’s eastern pr,,Alona Nitzan-Shiftan is associate pro,,,
,Sexography,Sex Work in Documentary,,,,,978-1-5179-0015-1,3/21/2017  12:00:00 AM,Book,Paperback,"de Villiers, Nicholas",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,30.00,,22.99,PERFORMING ARTS/Film/History & Criticism,SOCIAL SCIENCE/Prostitution & Sex Trade,SOCIAL SCIENCE/Media Studies,Active,Available,5.5 x 8.5,1.5,,288,40,,,English,,14,EAN13+5/Position Unspecified,The turn of the twenty-first century h,,Nicholas de Villiers is associate prof,,,
,Sexography,Sex Work in Documentary,,,,,978-1-5179-0014-4,3/21/2017  12:00:00 AM,Book,Hardcover,"de Villiers, Nicholas",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,120.00,,99.00,PERFORMING ARTS/Film/History & Criticism,SOCIAL SCIENCE/Prostitution & Sex Trade,SOCIAL SCIENCE/Media Studies,Active,Available,5.5 x 8.5,1.5,,288,28,,,English,,14,EAN13+5/Position Unspecified,The turn of the twenty-first century h,,Nicholas de Villiers is associate prof,,,
,Shelter,Off the Grid in the Mostly Magnetic North,Fesler-Lampert Minnesota Heritage,,,,978-1-5179-0264-3,4/4/2017  12:00:00 AM,Book,Paperback,"Stonich, Sarah",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,16.95,,12.99,BIOGRAPHY & AUTOBIOGRAPHY/Personal Memoirs,SOCIAL SCIENCE/Regional Studies,,Active,Available,5.25 x 7.75,1,,232,52,,,English,,,EAN13+5/Position Unspecified,In her search for land to call her own,,Sarah Stonich is author of the critica,,,
,Sherlock Holmes and the Eisendorf Enigma,,,,,,978-1-5179-0086-1,2/14/2017  12:00:00 AM,Book,Hardcover,"Millett, Larry",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.95,,19.99,FICTION/Mystery & Detective/General,FICTION/Mystery & Detective/Historical,,Active,Available,6 x 9,1,,240,18,,,English,,,EAN13+5/Position Unspecified,"Dogged by depression, doubt, and—",Sherlock Holmes is preparing to leav,Larry Millett is the author of twenty b,,,
,Shopping Town,Designing the City in Suburban America,,,,,978-1-5179-0210-0,5/30/2017  12:00:00 AM,Book,Paperback,"Gruen, Victor",Author,"Baldauf, Anette",Editor,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,29.95,,22.99,"BIOGRAPHY & AUTOBIOGRAPHY/Artists, Architects, Photographers",ARCHITECTURE/Individual Architects & Firms/General,"HISTORY/United States/State & Local/Midwest (IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI)",Active,Available,7 x 10,1.5,,328,30,,,English,,71,EAN13+5/Position Unspecified,Victor Gruen was one of the twentiet,,Victor Gruen (1903–1980) was an ar,,,
,Shopping Town,Designing the City in Suburban America,,,,,978-1-5179-0209-4,5/30/2017  12:00:00 AM,Book,Hardcover,"Gruen, Victor",Author,"Baldauf, Anette",Editor,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,120.00,,99.00,"BIOGRAPHY & AUTOBIOGRAPHY/Artists, Architects, Photographers",ARCHITECTURE/Individual Architects & Firms/General,"HISTORY/United States/State & Local/Midwest (IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI)",Active,Available,7 x 10,1.5,,328,22,,,English,,71,EAN13+5/Position Unspecified,Victor Gruen was one of the twentiet,,Victor Gruen (1903–1980) was an ar,,,
,So Famous and So Gay,The Fabulous Potency of Truman Capote and Gertrude Stein,,,,,978-0-8166-9682-6,5/23/2017  12:00:00 AM,Book,Paperback,"Solomon, Jeff",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,27.00,,21.99,LITERARY CRITICISM/LGBT,SOCIAL SCIENCE/LGBT Studies/Gay Studies,SOCIAL SCIENCE/LGBT Studies/Lesbian Studies,Active,Available,5.5 x 8.5,1.5,,288,32,,,English,,26,EAN13+5/Position Unspecified,Gertrude Stein (1874–1946) and Tru,,Jeff Solomon is assistant professor o,,,
,So Famous and So Gay,The Fabulous Potency of Truman Capote and Gertrude Stein,,,,,978-0-8166-9679-6,5/23/2017  12:00:00 AM,Book,Hardcover,"Solomon, Jeff",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,108.00,,83.00,LITERARY CRITICISM/LGBT,SOCIAL SCIENCE/LGBT Studies/Gay Studies,SOCIAL SCIENCE/LGBT Studies/Lesbian Studies,Active,Available,5.5 x 8.5,1.5,,288,20,,,English,,26,EAN13+5/Position Unspecified,Gertrude Stein (1874–1946) and Tru,,Jeff Solomon is assistant professor o,,,
The,Stakes of Exposure,Anxious Bodies in Postwar Japanese Art,,,,,978-1-5179-0096-0,2/21/2017  12:00:00 AM,Book,Paperback,"Kunimoto, Namiko",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,35.00,,26.99,ART/Asian/Japanese,ART/History/Contemporary (1945-),,Active,Available,7.5 x 10.5,1.5,,288,18,,,English,,118,EAN13+5/Position Unspecified,How would artistic practice contribut,,Namiko Kunimoto is assistant profes,,,
The,Stakes of Exposure,Anxious Bodies in Postwar Japanese Art,,,,,978-1-5179-0095-3,2/21/2017  12:00:00 AM,Book,Hardcover,"Kunimoto, Namiko",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,140.00,,116.00,ART/Asian/Japanese,ART/History/Contemporary (1945-),,Active,Available,7.5 x 10.5,1.5,,288,16,,,English,,118,EAN13+5/Position Unspecified,How would artistic practice contribut,,Namiko Kunimoto is assistant profes,,,
,Utopia from Thomas More to Walter Benjamin,,Univocal,,,,978-1-945414-00-8,1/15/2017  12:00:00 AM,Book,Paperback,"Abensour, Miguel",Author,,,,,,,Univocal Publishing,Univocal Publishing,22.95,,11.99,POLITICAL SCIENCE/Utopias,PHILOSOPHY/Political,,Active,Available,5 x 8,1,,114,36,,,English,,,EAN13+5/Position Unspecified,“Utopia poses a question. Not simply ,,Miguel Abensour is a French philoso,,,
,Utopian Television,"Rossellini, Watkins, and Godard beyond Cinema",,,,,978-1-5179-0039-7,3/14/2017  12:00:00 AM,Book,Paperback,"Cramer, Michael",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,30.00,,22.99,PERFORMING ARTS/Film/History & Criticism,SOCIAL SCIENCE/Media Studies,,Active,Available,5.5 x 8.5,1.5,,304,28,,,English,,25,EAN13+5/Position Unspecified,Television has long been a symbol o,,Michael Cramer is assistant professo,,,
,Utopian Television,"Rossellini, Watkins, and Godard beyond Cinema",,,,,978-1-5179-0038-0,3/14/2017  12:00:00 AM,Book,Hardcover,"Cramer, Michael",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,120.00,,99.00,PERFORMING ARTS/Film/History & Criticism,SOCIAL SCIENCE/Media Studies,,Active,Available,5.5 x 8.5,1.5,,304,20,,,English,,25,EAN13+5/Position Unspecified,Television has long been a symbol o,,Michael Cramer is assistant professo,,,
,"White Birch, Red Hawthorn",A Memoir,,,,,978-1-5179-0132-5,4/18/2017  12:00:00 AM,Book,Paperback,"Murphy, Nora",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,17.95,,13.99,"BIOGRAPHY & AUTOBIOGRAPHY/Cultural, Ethnic & Regional/General","HISTORY/United States/State & Local/Midwest (IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI)",SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,Active,Available,5 x 8,1,,152,60,,,English,,1,EAN13+5/Position Unspecified,“This is conquered land.” The Dakot,,Nora Murphy is a fifth-generation Iris,,,
,Who Writes for Black Children?,African American Children’s Literature before 1900,,,,,978-1-5179-0027-4,5/30/2017  12:00:00 AM,Book,Paperback,"Capshaw, Katharine",Editor,"Duane, Anna Mae",Editor,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,30.00,,22.99,LITERARY CRITICISM/American/African American,LITERARY CRITICISM/Children's & Young Adult Literature,SOCIAL SCIENCE/Children's Studies,Active,Available,7 x 10,2,,400,24,,,English,,52,EAN13+5/Position Unspecified,"Until recently, scholars believed that ",,Katharine Capshaw is professor of E,,,
,Who Writes for Black Children?,African American Children’s Literature before 1900,,,,,978-1-5179-0026-7,5/30/2017  12:00:00 AM,Book,Hardcover,"Capshaw, Katharine",Editor,"Duane, Anna Mae",Editor,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,120.00,,99.00,LITERARY CRITICISM/American/African American,LITERARY CRITICISM/Children's & Young Adult Literature,SOCIAL SCIENCE/Children's Studies,Out of Print Cancel,Other Format Available,7 x 10,2,,400,18,,,English,,52,EAN13+5/Position Unspecified,"Until recently, scholars believed that ",,Katharine Capshaw is professor of E,,,
,You're Sending Me Where?,Dispatches from Summer Camp,,,,,978-1-5179-0240-7,3/17/2017  12:00:00 AM,Book,Paperback,"Dregni, Eric",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,16.95,,12.99,BIOGRAPHY & AUTOBIOGRAPHY/Personal Memoirs,HUMOR/Form/Essays,,Active,Available,5.5 x 8,1,,160,76,,,English,,,EAN13+5/Position Unspecified,Welcome! Benvenuti! It’s summertim,,Eric Dregni is the author of seventee,,,
The,Celebrity Persona Pandemic,,Forerunners: Ideas First,,,,978-1-5179-0105-9,10/31/2016  12:00:00 AM,Book,Paperback,"Marshall, P. David",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,10.00,,7.99,SOCIAL SCIENCE/Popular Culture,SOCIAL SCIENCE/Media Studies,,Active,Available,5 x 7,1,,104,,,,English,,10 b/w illustrations,EAN13+5/on Cover 2,The Celebrity Persona Pandemic ex,,P. David Marshall holds a personal c,,,
,F. Scott Fitzgerald in Minnesota,The Writer and His Friends at Home,,,,,978-1-5179-0299-5,5/16/2017  12:00:00 AM,Book,Hardcover,"Page, Dave",Author,"Krueger, Jeff",Photographer,,,,,Fitzgerald in Saint Paul,Fitzgerald in Saint Paul,39.95,,12.99,ARCHITECTURE/Regional,LITERARY CRITICISM/Modern/20th Century,ARCHITECTURE/Buildings/Landmarks & Monuments,Active,Available,9 x 12,1,,300,6,,,English,,"100 b/w illustrations, 400 col",EAN13+5/on Cover 2,If you think you know F. Scott Fitzge,,F. Scott Fitzgerald scholar and histo,,,
,Carceral Humanitarianism,Logics of Refugee Detention,Forerunners: Ideas First,,,,978-1-5179-0327-5,2/27/2017  12:00:00 AM,Book,Paperback,"Oliver, Kelly",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,10.00,,7.99,PHILOSOPHY/Political,POLITICAL SCIENCE/Essays,POLITICAL SCIENCE/Public Policy/Immigration,Active,Available,5 x 7,,,102,,,,English,,,EAN13+5/Position Unspecified,"Coopted by military operations, hum",,Kelly Oliver is W. Alton Jones Profes,,,
The,Sioux Chef's Indigenous Kitchen,,,,,,978-0-8166-9979-7,10/10/2017  12:00:00 AM,Book,Hardcover,"Sherman, Sean",Author,"Dooley, Beth",With,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,34.95,,26.99,COOKING/Regional & Ethnic/Native American,COOKING/Individual Chefs & Restaurants,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,Active,Available,7 x 10,1.5,,256,16,,,English,,115 color plates,EAN13+5/Position Unspecified,2018 James Beard Award Winner:,,Chef Sean Sherman was born in Pin,,,
,Future Anterior 13.2,"Journal of Historic Preservation History, Theory and Criticism (Winter 2016)",Future Anterior,,,,978-1-5179-0311-4,5/16/2017  12:00:00 AM,Book,Paper,"Otero-Pailos, Jorge",Editor,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,20.00,,14.99,ARCHITECTURE/Historic Preservation/General,ARCHITECTURE/Criticism,,Active,Available,6 1/2 x 9 1/2,1,,184,34,,,English,,65 b/w illustrations,EAN13+5/on Cover 2,,,,,,
The,Moving Image 16.2,The Journal of the Association of Moving image Archivists (Fall 2016),The Moving Image,,,,978-1-5179-0310-7,4/18/2017  12:00:00 AM,Book,Paper,"Ohmer, Susan",Editor,"Crafton, Donald",Editor,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,22.50,,11.99,PERFORMING ARTS/Film/General,,,Active,Available,7 x 10,1,,136,60,,,English,,38 b/w illustrations,EAN13+5/on Cover 2,,,,,,
,Along the Journey River,A Mystery,,,,,978-1-5179-0355-8,12/19/2017  12:00:00 AM,Book,Paperback,"laFavor, Carole",Author,"Tatonetti, Lisa",Foreword by,"Lafavor, Theresa",Afterword by,,,Univ Of Minnesota Press,Univ Of Minnesota Press,16.95,,12.99,FICTION/Mystery & Detective/General,FICTION/Native American & Aboriginal,FICTION/LGBT/Lesbian,Active,Available,5.5 x 8.5,1,,184,46,,,English,,,EAN13+5/Position Unspecified,Several sacred artifacts have gone m,,Carole laFavor (1948–2011) was a T,,,
,Officially Indian,Symbols that Define the United States,,,,,978-1-5179-0330-5,10/3/2017  12:00:00 AM,Book,Hardcover,"Ganteaume, Cécile",Author,"Calloway, Colin G.",Foreword by,"Smith, Paul Chaat",Afterword by,,,National Museum of the American Indian,National Museum of the American Indian,28.00,,13.99,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,,,Active,Available,7 x 10,,,192,18,,,English,,50 color plates,EAN13+5/Position Unspecified,"From maps, monuments, and archite",,Cécile R. Ganteaume is associate c,,,
,As We Have Always Done,Indigenous Freedom through Radical Resistance,Indigenous Americas,,,,978-1-5179-0386-2,10/17/2017  12:00:00 AM,Book,Hardcover,"Simpson, Leanne Betasamosake",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,24.95,,18.99,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,POLITICAL SCIENCE/Political Ideologies/Radicalism,SOCIAL SCIENCE/Discrimination,Active,Available,5.5 x 8.5,1,,216,18,,,English,,,EAN13+5/Position Unspecified,Winner: Native American and Indi,,Leanne Betasamosake Simpson is a ,,,
,Being Together in Place,Indigenous Coexistence in a More Than Human World,,,,,978-1-5179-0222-3,11/1/2017  12:00:00 AM,Book,Paperback,"Larsen, Soren C.",Author,"Johnson, Jay T.",Author,"Wildcat, Daniel R.",Foreword,,,Univ Of Minnesota Press,Univ Of Minnesota Press,27.00,,21.99,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,POLITICAL SCIENCE/Colonialism & Post-Colonialism,SOCIAL SCIENCE/Human Geography,Active,Available,5.5 x 8.5,1.5,,264,34,,,English,,"15 black and white illustrations, 8 maps",EAN13+5/Position Unspecified,Being Together in Place explores the ,,Soren C. Larsen is associate profess,,,
,Being Together in Place,Indigenous Coexistence in a More Than Human World,,,,,978-1-5179-0221-6,11/1/2017  12:00:00 AM,Book,Hardcover,"Larsen, Soren C.",Author,"Johnson, Jay T.",Author,"Wildcat, Daniel R.",Foreword,,,Univ Of Minnesota Press,Univ Of Minnesota Press,108.00,,83.00,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,POLITICAL SCIENCE/Colonialism & Post-Colonialism,SOCIAL SCIENCE/Human Geography,Active,Available,5.5 x 8.5,1.5,,264,,,,English,,15,EAN13+5/Position Unspecified,Being Together in Place explores the ,,Soren C. Larsen is associate profess,,,
,Bioaesthetics,Making Sense of Life in Science and the Arts,Posthumanities,,,,978-1-5179-0075-5,10/15/2017  12:00:00 AM,Book,Paperback,"Strathausen, Carsten",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,30.00,,22.99,PHILOSOPHY/Aesthetics,SCIENCE/Philosophy & Social Aspects,,Active,Available,5.5 x 8.5,1.5,,304,,,,English,,,EAN13+5/Position Unspecified,"In recent years, bioaesthetics has us",,Carsten Strathausen is professor of ,,,
,Bioaesthetics,Making Sense of Life in Science and the Arts,Posthumanities,,,,978-1-5179-0074-8,10/15/2017  12:00:00 AM,Book,Hardcover,"Strathausen, Carsten",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,120.00,,99.00,PHILOSOPHY/Aesthetics,SCIENCE/Philosophy & Social Aspects,,Active,Available,5.5 x 8.5,1.5,,304,22,,,English,,,EAN13+5/Position Unspecified,"In recent years, bioaesthetics has us",,Carsten Strathausen is professor of ,,,
,Black on Both Sides,A Racial History of Trans Identity,,,,,978-1-5179-0173-8,12/5/2017  12:00:00 AM,Book,Paperback,"Snorton, C. Riley",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,24.95,,18.99,SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,SOCIAL SCIENCE/LGBT Studies/General,SOCIAL SCIENCE/Gender Studies,Active,Available,5.5 x 8.5,1.5,,256,40,,,English,,28 black and white illustrations,EAN13+5/Position Unspecified,Winner of the John Boswell Prize ,,C. Riley Snorton is associate profess,,,
,Black on Both Sides,A Racial History of Trans Identity,,,,,978-1-5179-0172-1,12/5/2017  12:00:00 AM,Book,Hardcover,"Snorton, C. Riley",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,100.00,,83.00,SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,SOCIAL SCIENCE/LGBT Studies/General,SOCIAL SCIENCE/Gender Studies,Active,Available,5.5 x 8.5,1.5,,256,18,,,English,,28,EAN13+5/Position Unspecified,Winner of the John Boswell Prize ,,C. Riley Snorton is associate profess,,,
,Building Access,Universal Design and the Politics of Disability,,,,,978-1-5179-0164-6,11/1/2017  12:00:00 AM,Book,Paperback,"Hamraie, Aimi",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,30.00,,22.99,ARCHITECTURE/History/General,SOCIAL SCIENCE/People with Disabilities,ARCHITECTURE/Criticism,Active,Available,7 x 10,1.5,,336,24,,,English,,80 black and white illustrations,EAN13+5/Position Unspecified,"“All too often,” wrote disabled archite",,Aimi Hamraie is assistant professor ,,,
,Building Access,Universal Design and the Politics of Disability,,,,,978-1-5179-0163-9,11/1/2017  12:00:00 AM,Book,Hardcover,"Hamraie, Aimi",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,120.00,,99.00,ARCHITECTURE/History/General,SOCIAL SCIENCE/People with Disabilities,ARCHITECTURE/Criticism,Active,Available,7 x 10,1.5,,336,18,,,English,,80,EAN13+5/Position Unspecified,"“All too often,” wrote disabled archite",,Aimi Hamraie is assistant professor ,,,
,Care of the Species,Races of Corn and the Science of Plant Biodiversity,,,,,978-0-8166-8535-6,11/15/2017  12:00:00 AM,Book,Paperback,"Hartigan Jr., John",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,27.00,,21.99,SOCIAL SCIENCE/Anthropology/Cultural & Social,SCIENCE/Life Sciences/Horticulture,SOCIAL SCIENCE/Ethnic Studies/General,Active,Available,5.5 x 8.5,2,,376,36,,,English,,14 black and white illustrations,EAN13+5/Position Unspecified,"Across the globe, an expanding circl",,John Hartigan Jr. is professor of anth,,,
,Care of the Species,Races of Corn and the Science of Plant Biodiversity,,,,,978-0-8166-8530-1,11/15/2017  12:00:00 AM,Book,Hardcover,"Hartigan Jr., John",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,108.00,,83.00,SOCIAL SCIENCE/Anthropology/Cultural & Social,SCIENCE/Life Sciences/Horticulture,SOCIAL SCIENCE/Ethnic Studies/General,Active,Available,5.5 x 8.5,2,,376,32,,,English,,14,EAN13+5/Position Unspecified,"Across the globe, an expanding circl",,John Hartigan Jr. is professor of anth,,,
The,Clue in the Trees,An Enchantment Lake Mystery,,,,,978-1-5179-0219-3,9/19/2017  12:00:00 AM,Book,Hardcover,"Preus, Margi",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,16.95,,12.99,JUVENILE FICTION/General,JUVENILE FICTION/Mysteries & Detective Stories,JUVENILE FICTION/Girls & Women,Out of Print Cancel,Other Format Available,5.5 x 8,1,,200,24,,,English,,,EAN13+5/Position Unspecified,Francie returns to Enchantment L,If Francie thinks things have settled ,Margi Preus’s books for young reade,,,
,"Code and Clay, Data and Dirt",Five Thousand Years of Urban Media,,,,,978-1-5179-0244-5,11/1/2017  12:00:00 AM,Book,Paperback,"Mattern, Shannon",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,27.00,,21.99,SOCIAL SCIENCE/Media Studies,SOCIAL SCIENCE/Sociology/Urban,ARCHITECTURE/Criticism,Active,Available,7 x 10,1.5,,288,30,,,English,,67 black and white illustrations,EAN13+5/Position Unspecified,"For years, pundits have trumpeted th",,Shannon Mattern is associate profes,,,
,"Code and Clay, Data and Dirt",Five Thousand Years of Urban Media,,,,,978-1-5179-0243-8,11/1/2017  12:00:00 AM,Book,Hardcover,"Mattern, Shannon",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,108.00,,83.00,SOCIAL SCIENCE/Media Studies,SOCIAL SCIENCE/Sociology/Urban,ARCHITECTURE/Criticism,Active,Available,7 x 10,1.5,,288,22,,,English,,67,EAN13+5/Position Unspecified,"For years, pundits have trumpeted th",,Shannon Mattern is associate profes,,,
The,Construction of Equality,Syriac Immigration and the Swedish City,,,,,978-0-8166-9871-4,10/30/2017  12:00:00 AM,Book,Paperback,"Mack, Jennifer",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,30.00,,22.99,SOCIAL SCIENCE/Anthropology/Cultural & Social,SOCIAL SCIENCE/Emigration & Immigration,ARCHITECTURE/Urban & Land Use Planning,Active,Available,7 x 10,1.5,,336,20,,,English,,"78 black and white illustrations, 6 maps",EAN13+5/Position Unspecified,An industrial city on the outskirts of S,,Jennifer Mack is researcher at the In,,,
The,Construction of Equality,Syriac Immigration and the Swedish City,,,,,978-0-8166-9869-1,10/30/2017  12:00:00 AM,Book,Hardcover,"Mack, Jennifer",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,120.00,,99.00,SOCIAL SCIENCE/Anthropology/Cultural & Social,SOCIAL SCIENCE/Emigration & Immigration,ARCHITECTURE/Urban & Land Use Planning,Active,Available,7 x 10,1.5,,336,16,,,English,,78,EAN13+5/Position Unspecified,An industrial city on the outskirts of S,,Jennifer Mack is researcher at the In,,,
The,Devil's Wedding Ring,,,,,,978-1-5179-0280-3,9/26/2017  12:00:00 AM,Book,Hardcover,"Sundstøl, Vidar",Author,"Nunnally, Tiina",Translator,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.95,,19.99,FICTION/Mystery & Detective/International Crime & Mystery,FICTION/Mystery & Detective/General,,Active,Available,6 x 9,1.5,,280,24,,,English,,,EAN13+5/Position Unspecified,"On Midsummer Eve in 1985, a youn","After a mysterious disappearance, p",Vidar Sundstøl won the prestigious R,,,
,Ecology without Culture,Aesthetics for a Toxic World,,,,,978-1-5179-0159-2,12/1/2017  12:00:00 AM,Book,Paperback,"Marran, Christine L.",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.00,,18.99,LITERARY CRITICISM/Asian/General,,,Active,Available,5.5 x 8.5,1,,160,48,,,English,,9,EAN13+5/Position Unspecified,Cultures have long defined themselv,,Christine L. Marran is professor in th,,,
,Ecology without Culture,Aesthetics for a Toxic World,,,,,978-1-5179-0158-5,12/1/2017  12:00:00 AM,Book,Hardcover,"Marran, Christine L.",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,100.00,,83.00,LITERARY CRITICISM/Asian/General,,,Active,Available,5.5 x 8.5,1,,160,,,,English,,9,EAN13+5/Position Unspecified,Cultures have long defined themselv,,Christine L. Marran is professor in th,,,
,Enchantment Lake,A Northwoods Mystery,,,,,978-1-5179-0419-7,8/8/2017  12:00:00 AM,Book,Paperback,"Preus, Margi",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,11.95,,9.99,JUVENILE FICTION/Mysteries & Detective Stories,JUVENILE FICTION/Girls & Women,,Active,Available,5.5 x 8,1,,200,26,,,English,,,EAN13+5/Position Unspecified,Midwest Book Award Winner — You,,Margi Preus is a New York Times–b,,,
,Evil Dead Center,A Mystery,,,,,978-1-5179-0356-5,12/12/2017  12:00:00 AM,Book,Paperback,"laFavor, Carole",Author,"Tatonetti, Lisa",Foreword by,"Lafavor, Theresa",Afterword by,,,Univ Of Minnesota Press,Univ Of Minnesota Press,16.95,,12.99,FICTION/Mystery & Detective/General,FICTION/Native American & Aboriginal,FICTION/LGBT/Lesbian,Active,Available,5.5 x 8.5,1,,224,40,,,English,,,EAN13+5/Position Unspecified,An Ojibwa woman has been found d,,Carole laFavor (1948–2011) was a T,,,
